
  0% | 0/18 | ?it/s
T51/51, E81/250 => loss: 1.083: :  72% | 13/18 |  9.06it/s
T51/51, E81/250 => loss: 1.083: :  78% | 14/18 |  9.06it/s
T51/51, E81/250 => loss: 1.092: :  78% | 14/18 |  9.06it/s
T51/51, E81/250 => loss: 1.092: :  83% | 15/18 |  9.08it/s
T51/51, E81/250 => loss: 1.092: :  83% | 15/18 |  9.08it/s
T51/51, E81/250 => loss: 1.092: :  89% | 16/18 |  9.08it/s
T51/51, E81/250 => loss: 1.087: :  89% | 16/18 |  9.08it/s
T51/51, E81/250 => loss: 1.087: :  94% | 17/18 |  9.07it/s
T51/51, E81/250 => loss: 1.09: :  94% | 17/18 |  9.07it/s 
T51/51, E81/250 => loss: 1.09: : 100% | 18/18 |  9.27it/s

  0% | 0/18 | ?it/s
T51/51, E82/250 => loss: 0.898: :   0% | 0/18 | ?it/s
T51/51, E82/250 => loss: 0.898: :   6% | 1/18 |  8.82it/s
T51/51, E82/250 => loss: 0.884: :   6% | 1/18 |  8.82it/s
T51/51, E82/250 => loss: 0.884: :  11% | 2/18 |  8.93it/s
T51/51, E82/250 => loss: 0.857: :  11% | 2/18 |  8.93it/s
T51/51, E82/250 => loss: 0.857: :  17% | 3/18 |  9.01it/s
T51/51, E82/250 => loss: 0.849: :  17% | 3/18 |  9.01it/s
T51/51, E82/250 => loss: 0.849: :  22% | 4/18 |  9.06it/s
T51/51, E82/250 => loss: 0.838: :  22% | 4/18 |  9.06it/s
T51/51, E82/250 => loss: 0.838: :  28% | 5/18 |  9.10it/s
T51/51, E82/250 => loss: 0.837: :  28% | 5/18 |  9.10it/s
T51/51, E82/250 => loss: 0.837: :  33% | 6/18 |  9.12it/s
T51/51, E82/250 => loss: 0.836: :  33% | 6/18 |  9.12it/s
T51/51, E82/250 => loss: 0.836: :  39% | 7/18 |  9.13it/s
T51/51, E82/250 => loss: 0.828: :  39% | 7/18 |  9.13it/s
T51/51, E82/250 => loss: 0.828: :  44% | 8/18 |  9.15it/s
T51/51, E82/250 => loss: 0.845: :  44% | 8/18 |  9.15it/s
T51/51, E82/250 => loss: 0.845: :  50% | 9/18 |  9.16it/s
T51/51, E82/250 => loss: 0.854: :  50% | 9/18 |  9.16it/s
T51/51, E82/250 => loss: 0.854: :  56% | 10/18 |  9.16it/s
T51/51, E82/250 => loss: 0.852: :  56% | 10/18 |  9.16it/s
T51/51, E82/250 => loss: 0.852: :  61% | 11/18 |  9.18it/s
T51/51, E82/250 => loss: 0.85: :  61% | 11/18 |  9.18it/s 
T51/51, E82/250 => loss: 0.85: :  67% | 12/18 |  9.19it/s
T51/51, E82/250 => loss: 0.85: :  67% | 12/18 |  9.19it/s
T51/51, E82/250 => loss: 0.85: :  72% | 13/18 |  9.21it/s
T51/51, E82/250 => loss: 0.853: :  72% | 13/18 |  9.21it/s
T51/51, E82/250 => loss: 0.853: :  78% | 14/18 |  9.20it/s
T51/51, E82/250 => loss: 0.857: :  78% | 14/18 |  9.20it/s
T51/51, E82/250 => loss: 0.857: :  83% | 15/18 |  9.22it/s
T51/51, E82/250 => loss: 0.854: :  83% | 15/18 |  9.22it/s
T51/51, E82/250 => loss: 0.854: :  89% | 16/18 |  9.22it/s
T51/51, E82/250 => loss: 0.855: :  89% | 16/18 |  9.22it/s
T51/51, E82/250 => loss: 0.855: :  94% | 17/18 |  9.20it/s
T51/51, E82/250 => loss: 0.867: :  94% | 17/18 |  9.20it/s
T51/51, E82/250 => loss: 0.867: : 100% | 18/18 |  9.37it/s

  0% | 0/18 | ?it/s
T51/51, E83/250 => loss: 0.652: :   0% | 0/18 | ?it/s
T51/51, E83/250 => loss: 0.682: :   0% | 0/18 | ?it/s
T51/51, E83/250 => loss: 0.682: :  11% | 2/18 |  9.60it/s
T51/51, E83/250 => loss: 0.707: :  11% | 2/18 |  9.60it/s
T51/51, E83/250 => loss: 0.707: :  17% | 3/18 |  9.47it/s
T51/51, E83/250 => loss: 0.712: :  17% | 3/18 |  9.47it/s
T51/51, E83/250 => loss: 0.712: :  22% | 4/18 |  9.38it/s
T51/51, E83/250 => loss: 0.727: :  22% | 4/18 |  9.38it/s
T51/51, E83/250 => loss: 0.727: :  28% | 5/18 |  9.30it/s
T51/51, E83/250 => loss: 0.735: :  28% | 5/18 |  9.30it/s
T51/51, E83/250 => loss: 0.735: :  33% | 6/18 |  9.24it/s
T51/51, E83/250 => loss: 0.738: :  33% | 6/18 |  9.24it/s
T51/51, E83/250 => loss: 0.738: :  39% | 7/18 |  9.18it/s
T51/51, E83/250 => loss: 0.746: :  39% | 7/18 |  9.18it/s
T51/51, E83/250 => loss: 0.746: :  44% | 8/18 |  9.12it/s
T51/51, E83/250 => loss: 0.748: :  44% | 8/18 |  9.12it/s
T51/51, E83/250 => loss: 0.748: :  50% | 9/18 |  9.09it/s
T51/51, E83/250 => loss: 0.756: :  50% | 9/18 |  9.09it/s
T51/51, E83/250 => loss: 0.756: :  56% | 10/18 |  9.05it/s
T51/51, E83/250 => loss: 0.759: :  56% | 10/18 |  9.05it/s
T51/51, E83/250 => loss: 0.759: :  61% | 11/18 |  9.04it/s
T51/51, E83/250 => loss: 0.76: :  61% | 11/18 |  9.04it/s 
T51/51, E83/250 => loss: 0.76: :  67% | 12/18 |  9.03it/s
T51/51, E83/250 => loss: 0.758: :  67% | 12/18 |  9.03it/s
T51/51, E83/250 => loss: 0.758: :  72% | 13/18 |  9.03it/s
T51/51, E83/250 => loss: 0.756: :  72% | 13/18 |  9.03it/s
T51/51, E83/250 => loss: 0.756: :  78% | 14/18 |  9.04it/s
T51/51, E83/250 => loss: 0.751: :  78% | 14/18 |  9.04it/s
T51/51, E83/250 => loss: 0.751: :  83% | 15/18 |  9.07it/s
T51/51, E83/250 => loss: 0.754: :  83% | 15/18 |  9.07it/s
T51/51, E83/250 => loss: 0.754: :  89% | 16/18 |  9.09it/s
T51/51, E83/250 => loss: 0.751: :  89% | 16/18 |  9.09it/s
T51/51, E83/250 => loss: 0.751: :  94% | 17/18 |  9.10it/s
T51/51, E83/250 => loss: 0.75: :  94% | 17/18 |  9.10it/s 
T51/51, E83/250 => loss: 0.75: : 100% | 18/18 |  9.33it/s

  0% | 0/18 | ?it/s
T51/51, E84/250 => loss: 0.601: :   0% | 0/18 | ?it/s
T51/51, E84/250 => loss: 0.614: :   0% | 0/18 | ?it/s
T51/51, E84/250 => loss: 0.614: :  11% | 2/18 |  9.63it/s
T51/51, E84/250 => loss: 0.638: :  11% | 2/18 |  9.63it/s
T51/51, E84/250 => loss: 0.638: :  17% | 3/18 |  9.47it/s
T51/51, E84/250 => loss: 0.644: :  17% | 3/18 |  9.47it/s
T51/51, E84/250 => loss: 0.644: :  22% | 4/18 |  9.38it/s
T51/51, E84/250 => loss: 0.648: :  22% | 4/18 |  9.38it/s
T51/51, E84/250 => loss: 0.648: :  28% | 5/18 |  9.33it/s
T51/51, E84/250 => loss: 0.641: :  28% | 5/18 |  9.33it/s
T51/51, E84/250 => loss: 0.641: :  33% | 6/18 |  9.30it/s
T51/51, E84/250 => loss: 0.652: :  33% | 6/18 |  9.30it/s
T51/51, E84/250 => loss: 0.652: :  39% | 7/18 |  9.29it/s
T51/51, E84/250 => loss: 0.652: :  39% | 7/18 |  9.29it/s
T51/51, E84/250 => loss: 0.652: :  44% | 8/18 |  9.28it/s
T51/51, E84/250 => loss: 0.652: :  44% | 8/18 |  9.28it/s
T51/51, E84/250 => loss: 0.652: :  50% | 9/18 |  9.26it/s
T51/51, E84/250 => loss: 0.651: :  50% | 9/18 |  9.26it/s
T51/51, E84/250 => loss: 0.651: :  56% | 10/18 |  9.24it/s
T51/51, E84/250 => loss: 0.652: :  56% | 10/18 |  9.24it/s
T51/51, E84/250 => loss: 0.652: :  61% | 11/18 |  9.20it/s
T51/51, E84/250 => loss: 0.649: :  61% | 11/18 |  9.20it/s
T51/51, E84/250 => loss: 0.649: :  67% | 12/18 |  9.16it/s
T51/51, E84/250 => loss: 0.65: :  67% | 12/18 |  9.16it/s 
T51/51, E84/250 => loss: 0.65: :  72% | 13/18 |  9.13it/s
T51/51, E84/250 => loss: 0.653: :  72% | 13/18 |  9.13it/s
T51/51, E84/250 => loss: 0.653: :  78% | 14/18 |  9.10it/s
T51/51, E84/250 => loss: 0.66: :  78% | 14/18 |  9.10it/s 
T51/51, E84/250 => loss: 0.66: :  83% | 15/18 |  9.09it/s
T51/51, E84/250 => loss: 0.658: :  83% | 15/18 |  9.09it/s
T51/51, E84/250 => loss: 0.658: :  89% | 16/18 |  9.08it/s
T51/51, E84/250 => loss: 0.656: :  89% | 16/18 |  9.08it/s
T51/51, E84/250 => loss: 0.656: :  94% | 17/18 |  9.05it/s
T51/51, E84/250 => loss: 0.656: :  94% | 17/18 |  9.05it/s
T51/51, E84/250 => loss: 0.656: : 100% | 18/18 |  9.36it/s

  0% | 0/18 | ?it/s
T51/51, E85/250 => loss: 0.563: :   0% | 0/18 | ?it/s
T51/51, E85/250 => loss: 0.563: :   6% | 1/18 |  9.67it/s
T51/51, E85/250 => loss: 0.587: :   6% | 1/18 |  9.67it/s
T51/51, E85/250 => loss: 0.587: :  11% | 2/18 |  9.53it/s
T51/51, E85/250 => loss: 0.584: :  11% | 2/18 |  9.53it/s
T51/51, E85/250 => loss: 0.584: :  17% | 3/18 |  9.42it/s
T51/51, E85/250 => loss: 0.582: :  17% | 3/18 |  9.42it/s
T51/51, E85/250 => loss: 0.582: :  22% | 4/18 |  9.29it/s
T51/51, E85/250 => loss: 0.582: :  22% | 4/18 |  9.29it/s
T51/51, E85/250 => loss: 0.582: :  28% | 5/18 |  9.25it/s
T51/51, E85/250 => loss: 0.583: :  28% | 5/18 |  9.25it/s
T51/51, E85/250 => loss: 0.583: :  33% | 6/18 |  9.22it/s
T51/51, E85/250 => loss: 0.586: :  33% | 6/18 |  9.22it/s
T51/51, E85/250 => loss: 0.586: :  39% | 7/18 |  9.21it/s
T51/51, E85/250 => loss: 0.587: :  39% | 7/18 |  9.21it/s
T51/51, E85/250 => loss: 0.587: :  44% | 8/18 |  9.20it/s
T51/51, E85/250 => loss: 0.588: :  44% | 8/18 |  9.20it/s
T51/51, E85/250 => loss: 0.588: :  50% | 9/18 |  9.20it/s
T51/51, E85/250 => loss: 0.591: :  50% | 9/18 |  9.20it/s
T51/51, E85/250 => loss: 0.591: :  56% | 10/18 |  9.24it/s
T51/51, E85/250 => loss: 0.591: :  56% | 10/18 |  9.24it/s
T51/51, E85/250 => loss: 0.591: :  61% | 11/18 |  9.26it/s
T51/51, E85/250 => loss: 0.589: :  61% | 11/18 |  9.26it/s
T51/51, E85/250 => loss: 0.589: :  67% | 12/18 |  9.25it/s
T51/51, E85/250 => loss: 0.589: :  67% | 12/18 |  9.25it/s
T51/51, E85/250 => loss: 0.589: :  72% | 13/18 |  9.22it/s
T51/51, E85/250 => loss: 0.59: :  72% | 13/18 |  9.22it/s 
T51/51, E85/250 => loss: 0.59: :  78% | 14/18 |  9.18it/s
T51/51, E85/250 => loss: 0.588: :  78% | 14/18 |  9.18it/s
T51/51, E85/250 => loss: 0.588: :  83% | 15/18 |  9.12it/s
T51/51, E85/250 => loss: 0.586: :  83% | 15/18 |  9.12it/s
T51/51, E85/250 => loss: 0.586: :  89% | 16/18 |  9.09it/s
T51/51, E85/250 => loss: 0.587: :  89% | 16/18 |  9.09it/s
T51/51, E85/250 => loss: 0.587: :  94% | 17/18 |  9.06it/s
T51/51, E85/250 => loss: 0.586: :  94% | 17/18 |  9.06it/s
T51/51, E85/250 => loss: 0.586: : 100% | 18/18 |  9.37it/s

  0% | 0/18 | ?it/s
T51/51, E86/250 => loss: 0.552: :   0% | 0/18 | ?it/s
T51/51, E86/250 => loss: 0.549: :   0% | 0/18 | ?it/s
T51/51, E86/250 => loss: 0.549: :  11% | 2/18 |  9.50it/s
T51/51, E86/250 => loss: 0.544: :  11% | 2/18 |  9.50it/s
T51/51, E86/250 => loss: 0.544: :  17% | 3/18 |  9.32it/s
T51/51, E86/250 => loss: 0.544: :  17% | 3/18 |  9.32it/s
T51/51, E86/250 => loss: 0.544: :  22% | 4/18 |  9.20it/s
T51/51, E86/250 => loss: 0.546: :  22% | 4/18 |  9.20it/s
T51/51, E86/250 => loss: 0.546: :  28% | 5/18 |  9.12it/s
T51/51, E86/250 => loss: 0.546: :  28% | 5/18 |  9.12it/s
T51/51, E86/250 => loss: 0.546: :  33% | 6/18 |  9.07it/s
T51/51, E86/250 => loss: 0.547: :  33% | 6/18 |  9.07it/s
T51/51, E86/250 => loss: 0.547: :  39% | 7/18 |  9.04it/s
T51/51, E86/250 => loss: 0.546: :  39% | 7/18 |  9.04it/s
T51/51, E86/250 => loss: 0.546: :  44% | 8/18 |  9.03it/s
T51/51, E86/250 => loss: 0.546: :  44% | 8/18 |  9.03it/s
T51/51, E86/250 => loss: 0.546: :  50% | 9/18 |  9.02it/s
T51/51, E86/250 => loss: 0.547: :  50% | 9/18 |  9.02it/s
T51/51, E86/250 => loss: 0.547: :  56% | 10/18 |  9.01it/s
T51/51, E86/250 => loss: 0.546: :  56% | 10/18 |  9.01it/s
T51/51, E86/250 => loss: 0.546: :  61% | 11/18 |  9.01it/s
T51/51, E86/250 => loss: 0.545: :  61% | 11/18 |  9.01it/s
T51/51, E86/250 => loss: 0.545: :  67% | 12/18 |  8.99it/s
T51/51, E86/250 => loss: 0.545: :  67% | 12/18 |  8.99it/s
T51/51, E86/250 => loss: 0.545: :  72% | 13/18 |  8.98it/s
T51/51, E86/250 => loss: 0.545: :  72% | 13/18 |  8.98it/s
T51/51, E86/250 => loss: 0.545: :  78% | 14/18 |  8.96it/s
T51/51, E86/250 => loss: 0.545: :  78% | 14/18 |  8.96it/s
T51/51, E86/250 => loss: 0.545: :  83% | 15/18 |  8.94it/s
T51/51, E86/250 => loss: 0.545: :  83% | 15/18 |  8.94it/s
T51/51, E86/250 => loss: 0.545: :  89% | 16/18 |  8.94it/s
T51/51, E86/250 => loss: 0.545: :  89% | 16/18 |  8.94it/s
T51/51, E86/250 => loss: 0.545: :  94% | 17/18 |  8.95it/s
T51/51, E86/250 => loss: 0.549: :  94% | 17/18 |  8.95it/s
T51/51, E86/250 => loss: 0.549: : 100% | 18/18 |  9.21it/s

  0% | 0/18 | ?it/s
T51/51, E87/250 => loss: 0.535: :   0% | 0/18 | ?it/s
T51/51, E87/250 => loss: 0.535: :   6% | 1/18 |  9.98it/s
T51/51, E87/250 => loss: 0.533: :   6% | 1/18 |  9.98it/s
T51/51, E87/250 => loss: 0.533: :  11% | 2/18 |  9.68it/s
T51/51, E87/250 => loss: 0.533: :  11% | 2/18 |  9.68it/s
T51/51, E87/250 => loss: 0.533: :  17% | 3/18 |  9.46it/s
T51/51, E87/250 => loss: 0.533: :  17% | 3/18 |  9.46it/s
T51/51, E87/250 => loss: 0.533: :  22% | 4/18 |  9.29it/s
T51/51, E87/250 => loss: 0.533: :  22% | 4/18 |  9.29it/s
T51/51, E87/250 => loss: 0.533: :  28% | 5/18 |  9.17it/s
T51/51, E87/250 => loss: 0.534: :  28% | 5/18 |  9.17it/s
T51/51, E87/250 => loss: 0.534: :  33% | 6/18 |  9.09it/s
T51/51, E87/250 => loss: 0.533: :  33% | 6/18 |  9.09it/s
T51/51, E87/250 => loss: 0.533: :  39% | 7/18 |  9.06it/s
T51/51, E87/250 => loss: 0.534: :  39% | 7/18 |  9.06it/s
T51/51, E87/250 => loss: 0.534: :  44% | 8/18 |  9.06it/s
T51/51, E87/250 => loss: 0.536: :  44% | 8/18 |  9.06it/s
T51/51, E87/250 => loss: 0.536: :  50% | 9/18 |  9.05it/s
T51/51, E87/250 => loss: 0.535: :  50% | 9/18 |  9.05it/s
T51/51, E87/250 => loss: 0.535: :  56% | 10/18 |  9.04it/s
T51/51, E87/250 => loss: 0.535: :  56% | 10/18 |  9.04it/s
T51/51, E87/250 => loss: 0.535: :  61% | 11/18 |  9.03it/s
T51/51, E87/250 => loss: 0.535: :  61% | 11/18 |  9.03it/s
T51/51, E87/250 => loss: 0.535: :  67% | 12/18 |  9.01it/s
T51/51, E87/250 => loss: 0.536: :  67% | 12/18 |  9.01it/s
T51/51, E87/250 => loss: 0.536: :  72% | 13/18 |  8.79it/s
T51/51, E87/250 => loss: 0.536: :  72% | 13/18 |  8.79it/s
T51/51, E87/250 => loss: 0.536: :  78% | 14/18 |  8.82it/s
T51/51, E87/250 => loss: 0.536: :  78% | 14/18 |  8.82it/s
T51/51, E87/250 => loss: 0.536: :  83% | 15/18 |  8.85it/s
T51/51, E87/250 => loss: 0.536: :  83% | 15/18 |  8.85it/s
T51/51, E87/250 => loss: 0.536: :  89% | 16/18 |  8.90it/s
T51/51, E87/250 => loss: 0.536: :  89% | 16/18 |  8.90it/s
T51/51, E87/250 => loss: 0.536: :  94% | 17/18 |  8.94it/s
T51/51, E87/250 => loss: 0.536: :  94% | 17/18 |  8.94it/s
T51/51, E87/250 => loss: 0.536: : 100% | 18/18 |  9.16it/s

  0% | 0/18 | ?it/s
T51/51, E88/250 => loss: 0.533: :   0% | 0/18 | ?it/s
T51/51, E88/250 => loss: 0.533: :   6% | 1/18 |  9.70it/s
T51/51, E88/250 => loss: 0.527: :   6% | 1/18 |  9.70it/s
T51/51, E88/250 => loss: 0.527: :  11% | 2/18 |  9.51it/s
T51/51, E88/250 => loss: 0.524: :  11% | 2/18 |  9.51it/s
T51/51, E88/250 => loss: 0.524: :  17% | 3/18 |  9.38it/s
T51/51, E88/250 => loss: 0.523: :  17% | 3/18 |  9.38it/s
T51/51, E88/250 => loss: 0.523: :  22% | 4/18 |  9.31it/s
T51/51, E88/250 => loss: 0.528: :  22% | 4/18 |  9.31it/s
T51/51, E88/250 => loss: 0.528: :  28% | 5/18 |  9.25it/s
T51/51, E88/250 => loss: 0.528: :  28% | 5/18 |  9.25it/s
T51/51, E88/250 => loss: 0.528: :  33% | 6/18 |  9.21it/s
T51/51, E88/250 => loss: 0.527: :  33% | 6/18 |  9.21it/s
T51/51, E88/250 => loss: 0.527: :  39% | 7/18 |  9.19it/s
T51/51, E88/250 => loss: 0.528: :  39% | 7/18 |  9.19it/s
T51/51, E88/250 => loss: 0.528: :  44% | 8/18 |  9.17it/s
T51/51, E88/250 => loss: 0.528: :  44% | 8/18 |  9.17it/s
T51/51, E88/250 => loss: 0.528: :  50% | 9/18 |  9.15it/s
T51/51, E88/250 => loss: 0.527: :  50% | 9/18 |  9.15it/s
T51/51, E88/250 => loss: 0.527: :  56% | 10/18 |  9.12it/s
T51/51, E88/250 => loss: 0.527: :  56% | 10/18 |  9.12it/s
T51/51, E88/250 => loss: 0.527: :  61% | 11/18 |  9.07it/s
T51/51, E88/250 => loss: 0.528: :  61% | 11/18 |  9.07it/s
T51/51, E88/250 => loss: 0.528: :  67% | 12/18 |  9.01it/s
T51/51, E88/250 => loss: 0.527: :  67% | 12/18 |  9.01it/s
T51/51, E88/250 => loss: 0.527: :  72% | 13/18 |  8.98it/s
T51/51, E88/250 => loss: 0.527: :  72% | 13/18 |  8.98it/s
T51/51, E88/250 => loss: 0.527: :  78% | 14/18 |  8.94it/s
T51/51, E88/250 => loss: 0.527: :  78% | 14/18 |  8.94it/s
T51/51, E88/250 => loss: 0.527: :  83% | 15/18 |  8.93it/s
T51/51, E88/250 => loss: 0.527: :  83% | 15/18 |  8.93it/s
T51/51, E88/250 => loss: 0.527: :  89% | 16/18 |  8.92it/s
T51/51, E88/250 => loss: 0.527: :  89% | 16/18 |  8.92it/s
T51/51, E88/250 => loss: 0.527: :  94% | 17/18 |  8.93it/s
T51/51, E88/250 => loss: 0.527: :  94% | 17/18 |  8.93it/s
T51/51, E88/250 => loss: 0.527: : 100% | 18/18 |  9.25it/s

  0% | 0/18 | ?it/s
T51/51, E89/250 => loss: 0.522: :   0% | 0/18 | ?it/s
T51/51, E89/250 => loss: 0.522: :   6% | 1/18 |  9.76it/s
T51/51, E89/250 => loss: 0.518: :   6% | 1/18 |  9.76it/s
T51/51, E89/250 => loss: 0.518: :  11% | 2/18 |  9.52it/s
T51/51, E89/250 => loss: 0.518: :  11% | 2/18 |  9.52it/s
T51/51, E89/250 => loss: 0.518: :  17% | 3/18 |  9.35it/s
T51/51, E89/250 => loss: 0.518: :  17% | 3/18 |  9.35it/s
T51/51, E89/250 => loss: 0.518: :  22% | 4/18 |  9.22it/s
T51/51, E89/250 => loss: 0.517: :  22% | 4/18 |  9.22it/s
T51/51, E89/250 => loss: 0.517: :  28% | 5/18 |  9.15it/s
T51/51, E89/250 => loss: 0.518: :  28% | 5/18 |  9.15it/s
T51/51, E89/250 => loss: 0.518: :  33% | 6/18 |  9.10it/s
T51/51, E89/250 => loss: 0.519: :  33% | 6/18 |  9.10it/s
T51/51, E89/250 => loss: 0.519: :  39% | 7/18 |  9.10it/s
T51/51, E89/250 => loss: 0.518: :  39% | 7/18 |  9.10it/s
T51/51, E89/250 => loss: 0.518: :  44% | 8/18 |  9.09it/s
T51/51, E89/250 => loss: 0.517: :  44% | 8/18 |  9.09it/s
T51/51, E89/250 => loss: 0.517: :  50% | 9/18 |  9.03it/s
T51/51, E89/250 => loss: 0.517: :  50% | 9/18 |  9.03it/s
T51/51, E89/250 => loss: 0.517: :  56% | 10/18 |  8.99it/s
T51/51, E89/250 => loss: 0.516: :  56% | 10/18 |  8.99it/s
T51/51, E89/250 => loss: 0.516: :  61% | 11/18 |  8.95it/s
T51/51, E89/250 => loss: 0.517: :  61% | 11/18 |  8.95it/s
T51/51, E89/250 => loss: 0.517: :  67% | 12/18 |  8.93it/s
T51/51, E89/250 => loss: 0.517: :  67% | 12/18 |  8.93it/s
T51/51, E89/250 => loss: 0.517: :  72% | 13/18 |  8.92it/s
T51/51, E89/250 => loss: 0.517: :  72% | 13/18 |  8.92it/s
T51/51, E89/250 => loss: 0.517: :  78% | 14/18 |  8.92it/s
T51/51, E89/250 => loss: 0.517: :  78% | 14/18 |  8.92it/s
T51/51, E89/250 => loss: 0.517: :  83% | 15/18 |  8.92it/s
T51/51, E89/250 => loss: 0.517: :  83% | 15/18 |  8.92it/s
T51/51, E89/250 => loss: 0.517: :  89% | 16/18 |  8.92it/s
T51/51, E89/250 => loss: 0.517: :  89% | 16/18 |  8.92it/s
T51/51, E89/250 => loss: 0.517: :  94% | 17/18 |  8.92it/s
T51/51, E89/250 => loss: 0.518: :  94% | 17/18 |  8.92it/s
T51/51, E89/250 => loss: 0.518: : 100% | 18/18 |  9.15it/s

  0% | 0/18 | ?it/s
T51/51, E90/250 => loss: 0.512: :   0% | 0/18 | ?it/s
T51/51, E90/250 => loss: 0.512: :   6% | 1/18 |  9.66it/s
T51/51, E90/250 => loss: 0.517: :   6% | 1/18 |  9.66it/s
T51/51, E90/250 => loss: 0.517: :  11% | 2/18 |  9.44it/s
T51/51, E90/250 => loss: 0.516: :  11% | 2/18 |  9.44it/s
T51/51, E90/250 => loss: 0.516: :  17% | 3/18 |  9.29it/s
T51/51, E90/250 => loss: 0.516: :  17% | 3/18 |  9.29it/s
T51/51, E90/250 => loss: 0.516: :  22% | 4/18 |  9.19it/s
T51/51, E90/250 => loss: 0.515: :  22% | 4/18 |  9.19it/s
T51/51, E90/250 => loss: 0.515: :  28% | 5/18 |  9.12it/s
T51/51, E90/250 => loss: 0.514: :  28% | 5/18 |  9.12it/s
T51/51, E90/250 => loss: 0.514: :  33% | 6/18 |  9.06it/s
T51/51, E90/250 => loss: 0.514: :  33% | 6/18 |  9.06it/s
T51/51, E90/250 => loss: 0.514: :  39% | 7/18 |  9.01it/s
T51/51, E90/250 => loss: 0.514: :  39% | 7/18 |  9.01it/s
T51/51, E90/250 => loss: 0.514: :  44% | 8/18 |  8.97it/s
T51/51, E90/250 => loss: 0.514: :  44% | 8/18 |  8.97it/s
T51/51, E90/250 => loss: 0.514: :  50% | 9/18 |  8.93it/s
T51/51, E90/250 => loss: 0.515: :  50% | 9/18 |  8.93it/s
T51/51, E90/250 => loss: 0.515: :  56% | 10/18 |  8.91it/s
T51/51, E90/250 => loss: 0.515: :  56% | 10/18 |  8.91it/s
T51/51, E90/250 => loss: 0.515: :  61% | 11/18 |  8.89it/s
T51/51, E90/250 => loss: 0.515: :  61% | 11/18 |  8.89it/s
T51/51, E90/250 => loss: 0.515: :  67% | 12/18 |  8.89it/s
T51/51, E90/250 => loss: 0.515: :  67% | 12/18 |  8.89it/s
T51/51, E90/250 => loss: 0.515: :  72% | 13/18 |  8.90it/s
T51/51, E90/250 => loss: 0.515: :  72% | 13/18 |  8.90it/s
T51/51, E90/250 => loss: 0.515: :  78% | 14/18 |  8.90it/s
T51/51, E90/250 => loss: 0.515: :  78% | 14/18 |  8.90it/s
T51/51, E90/250 => loss: 0.515: :  83% | 15/18 |  8.90it/s
T51/51, E90/250 => loss: 0.515: :  83% | 15/18 |  8.90it/s
T51/51, E90/250 => loss: 0.515: :  89% | 16/18 |  8.90it/s
T51/51, E90/250 => loss: 0.515: :  89% | 16/18 |  8.90it/s
T51/51, E90/250 => loss: 0.515: :  94% | 17/18 |  8.89it/s
T51/51, E90/250 => loss: 0.516: :  94% | 17/18 |  8.89it/s
T51/51, E90/250 => loss: 0.516: : 100% | 18/18 |  9.11it/s

  0% | 0/18 | ?it/s
T51/51, E91/250 => loss: 0.511: :   0% | 0/18 | ?it/s
T51/51, E91/250 => loss: 0.511: :   6% | 1/18 |  9.86it/s
T51/51, E91/250 => loss: 0.511: :   6% | 1/18 |  9.86it/s
T51/51, E91/250 => loss: 0.511: :  11% | 2/18 |  9.59it/s
T51/51, E91/250 => loss: 0.511: :  11% | 2/18 |  9.59it/s
T51/51, E91/250 => loss: 0.511: :  17% | 3/18 |  9.39it/s
T51/51, E91/250 => loss: 0.511: :  17% | 3/18 |  9.39it/s
T51/51, E91/250 => loss: 0.511: :  22% | 4/18 |  9.27it/s
T51/51, E91/250 => loss: 0.512: :  22% | 4/18 |  9.27it/s
T51/51, E91/250 => loss: 0.512: :  28% | 5/18 |  9.15it/s
T51/51, E91/250 => loss: 0.511: :  28% | 5/18 |  9.15it/s
T51/51, E91/250 => loss: 0.511: :  33% | 6/18 |  9.07it/s
T51/51, E91/250 => loss: 0.512: :  33% | 6/18 |  9.07it/s
T51/51, E91/250 => loss: 0.512: :  39% | 7/18 |  9.02it/s
T51/51, E91/250 => loss: 0.511: :  39% | 7/18 |  9.02it/s
T51/51, E91/250 => loss: 0.511: :  44% | 8/18 |  9.00it/s
T51/51, E91/250 => loss: 0.51: :  44% | 8/18 |  9.00it/s 
T51/51, E91/250 => loss: 0.51: :  50% | 9/18 |  9.00it/s
T51/51, E91/250 => loss: 0.51: :  50% | 9/18 |  9.00it/s
T51/51, E91/250 => loss: 0.51: :  56% | 10/18 |  9.01it/s
T51/51, E91/250 => loss: 0.51: :  56% | 10/18 |  9.01it/s
T51/51, E91/250 => loss: 0.51: :  61% | 11/18 |  9.02it/s
T51/51, E91/250 => loss: 0.511: :  61% | 11/18 |  9.02it/s
T51/51, E91/250 => loss: 0.511: :  67% | 12/18 |  9.04it/s
T51/51, E91/250 => loss: 0.511: :  67% | 12/18 |  9.04it/s
T51/51, E91/250 => loss: 0.511: :  72% | 13/18 |  9.07it/s
T51/51, E91/250 => loss: 0.511: :  72% | 13/18 |  9.07it/s
T51/51, E91/250 => loss: 0.511: :  78% | 14/18 |  9.08it/s
T51/51, E91/250 => loss: 0.511: :  78% | 14/18 |  9.08it/s
T51/51, E91/250 => loss: 0.511: :  83% | 15/18 |  9.08it/s
T51/51, E91/250 => loss: 0.511: :  83% | 15/18 |  9.08it/s
T51/51, E91/250 => loss: 0.511: :  89% | 16/18 |  9.07it/s
T51/51, E91/250 => loss: 0.511: :  89% | 16/18 |  9.07it/s
